user_id,name,email,course_id,course_title,steps_completed,steps_total,course_completed,course_completed_on,course_started_on,course_total_time_on,course_last_step_id,course_last_step_type,course_last_step_title,last_login_date
169,169,169,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,
169,169,169,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,
169,169,169,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,
169,169,169,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,
169,169,169,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,
169,169,169,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,
169,169,169,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,
169,169,169,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,
53,53,53,1613,A Beautiful Universe: Cumrun Vafa,50,60,NO,,12/16/2018,27d 19h 9m 43s,2465,Lesson,3.10 Cumrun Vafa,8/5/2019
53,53,53,15362,A Galactic Mystery: Justin Khoury,7,28,NO,,6/27/2019,2h 26m 32s,15756,Lesson,1.8 Modified Newtonian Dynamics,8/5/2019
53,53,53,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/5/2019
53,53,53,2301,Beyond the Cloud of Everyday Experience: Brian Greene,59,67,NO,,11/9/2018,2d 4h 20m 36s,2619,Lesson,3.22 String Theory,8/5/2019
53,53,53,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,8/5/2019
53,53,53,11236,Life as the Next Frontier in Physics: Sara Walker,39,45,NO,,3/7/2019,24d 14h 30m 29s,12114,Lesson,3.7 Signatures of Life,8/5/2019
53,53,53,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/8/2019,2/8/2019,11m 20s,13826,Lesson,1.4 Thoughts on Life,8/5/2019
53,53,53,3722,Resources,0,3,NO,,,,,,,8/5/2019
53,53,53,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/5/2019
53,53,53,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/5/2019
109,109,109,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,3/29/2019
109,109,109,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,3/29/2019
109,109,109,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,3/29/2019
109,109,109,11236,Life as the Next Frontier in Physics: Sara Walker,1,45,NO,,3/15/2019,,14577,Lesson,1.6 Theory of Life,3/29/2019
109,109,109,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/22/2019,2/22/2019,2m 51s,13826,Lesson,1.4 Thoughts on Life,3/29/2019
54,54,54,1613,A Beautiful Universe: Cumrun Vafa,42,60,NO,,12/23/2018,9m 59s,2469,Lesson,3.12 Black Hole Thermodynamics,8/5/2019
54,54,54,15362,A Galactic Mystery: Justin Khoury,28,28,YES,6/13/2019,6/13/2019,5m 37s,18245,Lesson,3.3 End of Course Survey,8/5/2019
54,54,54,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/5/2019
54,54,54,2301,Beyond the Cloud of Everyday Experience: Brian Greene,53,67,NO,,10/30/2018,53d 21h 18m 32s,6250,Lesson,3.21 Quantum Mechanics Projects,8/5/2019
54,54,54,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,8/5/2019
54,54,54,11236,Life as the Next Frontier in Physics: Sara Walker,41,45,NO,,3/15/2019,23d 21h 42s,15520,Lesson,Live Session 1: Sara Walker,8/5/2019
54,54,54,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/20/2019,2/20/2019,3m 36s,13826,Lesson,1.4 Thoughts on Life,8/5/2019
54,54,54,3722,Resources,0,3,NO,,9/28/2018,,3902,Lesson,World Science Scholars Program Orientation,8/5/2019
54,54,54,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/5/2019
54,54,54,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/5/2019
55,55,55,1613,A Beautiful Universe: Cumrun Vafa,50,60,NO,,12/7/2018,32d 16h 50m 1s,5126,Quiz,1.6 Puzzle: Designing a Highway System  Idea Generation,8/10/2019
55,55,55,15362,A Galactic Mystery: Justin Khoury,28,28,YES,4/18/2019,4/18/2019,1h 11m 56s,17503,Lesson,1.7 Justin Khoury QA,8/10/2019
55,55,55,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,7/22/2019,,18832,Lesson,2.1 Particle Physics and Particle Accelerators,8/10/2019
55,55,55,2301,Beyond the Cloud of Everyday Experience: Brian Greene,67,67,YES,12/18/2018,10/22/2018,56d 17h 1m 31s,2301,Course,Beyond the Cloud of Everyday Experience: Brian Greene,8/10/2019
55,55,55,15609,Einstein's Astrophysical Messengers: Gabriela González,27,31,NO,,7/17/2019,3d 3h 41m 23s,18578,Lesson,3.3 End of Course Survey,8/10/2019
55,55,55,11236,Life as the Next Frontier in Physics: Sara Walker,43,45,NO,,3/4/2019,42d 15h 30m 21s,17610,Lesson,Live Session 2:  Sara Walker,8/10/2019
55,55,55,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/22/2019,2/22/2019,10m 19s,13826,Lesson,1.4 Thoughts on Life,8/10/2019
55,55,55,3722,Resources,0,3,NO,,,,,,,8/10/2019
55,55,55,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/10/2019
55,55,55,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/10/2019
56,56,56,1613,A Beautiful Universe: Cumrun Vafa,53,60,NO,,12/21/2018,8d 6h 28m 9s,6042,Lesson,2.18 Special Projects: The Partition Function and Black Holes,8/5/2019
56,56,56,15362,A Galactic Mystery: Justin Khoury,25,28,NO,,5/25/2019,4d 1h 59m 31s,18271,Lesson,2.7 Dark Horses of Dark Matter,8/5/2019
56,56,56,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/5/2019
56,56,56,2301,Beyond the Cloud of Everyday Experience: Brian Greene,64,67,NO,,12/17/2018,11d 21h 2m 51s,6203,Lesson,2.20 General Relativity Projects,8/5/2019
56,56,56,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,8/5/2019
56,56,56,11236,Life as the Next Frontier in Physics: Sara Walker,45,45,YES,4/27/2019,3/26/2019,32d 6h 52m 45s,12111,Lesson,3.5 Signatures of Life,8/5/2019
56,56,56,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,4/27/2019,2/18/2019,68d 6h 1s,13826,Lesson,1.4 Thoughts on Life,8/5/2019
56,56,56,3722,Resources,0,3,NO,,,,,,,8/5/2019
56,56,56,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/5/2019
56,56,56,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/5/2019
57,57,57,1613,A Beautiful Universe: Cumrun Vafa,42,60,NO,,12/8/2018,30d 17h 29m 55s,5126,Quiz,1.6 Puzzle: Designing a Highway System  Idea Generation,7/27/2019
57,57,57,15362,A Galactic Mystery: Justin Khoury,26,28,NO,,4/20/2019,52d 11h 2m,18173,Lesson,3.2 Live Session: Justin Khoury,7/27/2019
57,57,57,18818,"Accelerate, Collide, Detect: Barry Barish",28,31,NO,,7/27/2019,1d 15h 39m 13s,18853,Lesson,3.1 Going Deeper,7/27/2019
57,57,57,2301,Beyond the Cloud of Everyday Experience: Brian Greene,58,67,NO,,10/27/2018,226d 14h 16m 41s,7865,Lesson,3.19 Quantum Mechanics  String Theory,7/27/2019
57,57,57,15609,Einstein's Astrophysical Messengers: Gabriela González,26,31,NO,,6/23/2019,6d 21h 37m 30s,15626,Lesson,3.1 Going Deeper,7/27/2019
57,57,57,11236,Life as the Next Frontier in Physics: Sara Walker,41,45,NO,,3/4/2019,17d 22h 5m 18s,12114,Lesson,3.7 Signatures of Life,7/27/2019
57,57,57,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,3/4/2019,2/9/2019,23d 2h 57m 7s,13826,Lesson,1.4 Thoughts on Life,7/27/2019
57,57,57,3722,Resources,3,3,YES,9/29/2018,9/29/2018,4m 43s,3789,Lesson,Meet the Scholars,7/27/2019
57,57,57,19118,The Early Universe: Matias Zaldarriaga,24,27,NO,,7/31/2019,1d 15h 26m 34s,19166,Lesson,3.1 Going Deeper,7/27/2019
57,57,57,18395,The Universe's Hierarchy: George F.R. Ellis,29,32,NO,,7/4/2019,1d 2h 22m,18800,Lesson,3.1 Going Deeper,7/27/2019
23,23,23,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,3/28/2019
23,23,23,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,3/28/2019
23,23,23,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,3/28/2019
23,23,23,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,10/23/2018,,6328,Lesson,3.1 Module Overview,3/28/2019
23,23,23,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,3/28/2019
23,23,23,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,3/28/2019
23,23,23,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,3/28/2019
23,23,23,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,2/9/2019,,12093,Lesson,1.1 The Challenge,3/28/2019
23,23,23,3722,Resources,0,3,NO,,,,,,,3/28/2019
23,23,23,19780,Resources '19,0,4,NO,,,,,,,3/28/2019
23,23,23,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,3/28/2019
23,23,23,16503,The Test Course,0,21,NO,,,,,,,3/28/2019
23,23,23,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,3/28/2019
130,130,130,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,
130,130,130,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,
130,130,130,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,
130,130,130,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,
130,130,130,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,
130,130,130,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,
130,130,130,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,
130,130,130,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,
130,130,130,3722,Resources,0,3,NO,,,,,,,
130,130,130,19780,Resources '19,0,4,NO,,,,,,,
130,130,130,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,
130,130,130,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,
145,145,145,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,48,66,NO,,7/29/2019,4d 5h 44m 59s,20410,Lesson,4.1 Going Deeper,8/2/2019
145,145,145,19780,Resources '19,4,4,YES,8/2/2019,7/2/2019,31d 8h 11m 32s,19788,Lesson,Meet the 2019 Scholars,8/2/2019
146,146,146,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,7/9/2019
146,146,146,19780,Resources '19,0,4,NO,,,,,,,7/9/2019
20,20,20,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,8/13/2018
20,20,20,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,8/13/2018
20,20,20,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/13/2018
20,20,20,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,8/13/2018
20,20,20,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,8/13/2018
20,20,20,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,8/13/2018
20,20,20,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,8/13/2018
20,20,20,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,8/13/2018
20,20,20,3722,Resources,0,3,NO,,,,,,,8/13/2018
20,20,20,19780,Resources '19,0,4,NO,,,,,,,8/13/2018
20,20,20,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/13/2018
20,20,20,16503,The Test Course,0,21,NO,,,,,,,8/13/2018
20,20,20,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/13/2018
58,58,58,1613,A Beautiful Universe: Cumrun Vafa,51,60,NO,,1/2/2019,28m 44s,2469,Lesson,3.12 Black Hole Thermodynamics,8/11/2019
58,58,58,15362,A Galactic Mystery: Justin Khoury,26,28,NO,,8/11/2019,12m 6s,18173,Lesson,3.2 Live Session: Justin Khoury,8/11/2019
58,58,58,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/11/2019
58,58,58,2301,Beyond the Cloud of Everyday Experience: Brian Greene,61,67,NO,,11/10/2018,53d 9h 54m 53s,4714,Lesson,3.18 String Theory,8/11/2019
58,58,58,15609,Einstein's Astrophysical Messengers: Gabriela González,16,31,NO,,8/11/2019,15m 7s,18201,Lesson,2.9 Evidence,8/11/2019
58,58,58,11236,Life as the Next Frontier in Physics: Sara Walker,45,45,YES,4/15/2019,4/15/2019,3h 28m 32s,15520,Lesson,Live Session 1: Sara Walker,8/11/2019
58,58,58,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/26/2019,2/26/2019,3h 19m 45s,13826,Lesson,1.4 Thoughts on Life,8/11/2019
58,58,58,3722,Resources,0,3,NO,,,,,,,8/11/2019
58,58,58,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/11/2019
58,58,58,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/11/2019
126,126,126,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,6/3/2019,,15568,Lesson,1.1 The Case for Dark Matter,6/4/2019
126,126,126,3967,Special Relativity – World Science U,0,359,NO,,6/3/2019,,632,Lesson,1.1 Scale Video,6/4/2019
115,115,115,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,3/6/2019,,2465,Lesson,3.10 Cumrun Vafa,8/13/2019
115,115,115,15362,A Galactic Mystery: Justin Khoury,9,28,NO,,4/15/2019,62d 21h 42m 17s,17501,Lesson,1.3 Justin Khoury QA,8/13/2019
115,115,115,18818,"Accelerate, Collide, Detect: Barry Barish",1,31,NO,,,,18834,Lesson,2.3 Particle Energy Limitations,8/13/2019
115,115,115,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,8/13/2019
115,115,115,15609,Einstein's Astrophysical Messengers: Gabriela González,25,31,NO,,6/17/2019,45m 29s,15626,Lesson,3.1 Going Deeper,8/13/2019
115,115,115,11236,Life as the Next Frontier in Physics: Sara Walker,26,45,NO,,3/4/2019,118d 18h 53m 46s,14625,Quiz,Cellular Automata Challenge,8/13/2019
115,115,115,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,3/4/2019,3/4/2019,1m 38s,12089,Lesson,1.2 What is Life?,8/13/2019
115,115,115,3722,Resources,0,3,NO,,,,,,,8/13/2019
115,115,115,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/13/2019
115,115,115,16503,The Test Course,0,21,NO,,,,,,,8/13/2019
115,115,115,18395,The Universe's Hierarchy: George F.R. Ellis,4,32,NO,,7/1/2019,4m 18s,18638,Lesson,2.11 Hierarchy of Structure and Causation,8/13/2019
25,25,25,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,9/21/2018
25,25,25,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,9/21/2018
25,25,25,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,9/21/2018
25,25,25,2301,Beyond the Cloud of Everyday Experience: Brian Greene,21,67,NO,,9/21/2018,2h 39m 29s,3529,Lesson,2.19 Questions about General Relativity?,9/21/2018
25,25,25,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,9/21/2018
25,25,25,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,9/21/2018
25,25,25,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,9/21/2018
25,25,25,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,9/21/2018
25,25,25,3722,Resources,0,3,NO,,,,,,,9/21/2018
25,25,25,19780,Resources '19,0,4,NO,,,,,,,9/21/2018
25,25,25,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,9/21/2018
25,25,25,16503,The Test Course,0,21,NO,,,,,,,9/21/2018
25,25,25,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,9/21/2018
59,59,59,1613,A Beautiful Universe: Cumrun Vafa,49,60,NO,,12/31/2018,55d 22h 54m 31s,2469,Lesson,3.12 Black Hole Thermodynamics,8/6/2019
59,59,59,15362,A Galactic Mystery: Justin Khoury,23,28,NO,,4/21/2019,103d 7h 1m 57s,18245,Lesson,3.3 End of Course Survey,8/6/2019
59,59,59,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/6/2019
59,59,59,2301,Beyond the Cloud of Everyday Experience: Brian Greene,53,67,NO,,10/22/2018,69d 20h 3m 38s,11950,Lesson,Live Session with Professor Brian Greene,8/6/2019
59,59,59,15609,Einstein's Astrophysical Messengers: Gabriela González,5,31,NO,,8/2/2019,3d 23h 41m 31s,18238,Lesson,1.5 Headlines,8/6/2019
59,59,59,11236,Life as the Next Frontier in Physics: Sara Walker,38,45,NO,,3/2/2019,58d 21h 20m 26s,17610,Lesson,Live Session 2:  Sara Walker,8/6/2019
59,59,59,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/26/2019,2/25/2019,1d 14m 38s,13826,Lesson,1.4 Thoughts on Life,8/6/2019
59,59,59,3722,Resources,0,3,NO,,,,,,,8/6/2019
59,59,59,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/6/2019
59,59,59,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/6/2019
147,147,147,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,7/15/2019
147,147,147,19780,Resources '19,0,4,NO,,,,,,,7/15/2019
148,148,148,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,7/27/2019
148,148,148,19780,Resources '19,4,4,YES,7/27/2019,7/9/2019,18d 4h 52m 53s,19788,Lesson,Meet the 2019 Scholars,7/27/2019
156,156,156,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,7/15/2019,,19030,Lesson,4.2 Live Session with Professor Brian Greene,8/11/2019
156,156,156,19780,Resources '19,0,4,NO,,7/2/2019,,19788,Lesson,Meet the 2019 Scholars,8/11/2019
149,149,149,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,28,66,NO,,7/21/2019,25d 9h 31m 22s,18996,Lesson,2.17 Inflationary Cosmology,8/15/2019
149,149,149,19780,Resources '19,0,4,NO,,8/7/2019,,19798,Lesson,2019 Program Orientation Live Session,8/15/2019
60,60,60,1613,A Beautiful Universe: Cumrun Vafa,5,60,NO,,6/21/2019,3d 11h 50m 4s,1805,Lesson,1.5 Puzzle: Designing a Highway System,6/21/2019
60,60,60,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,6/21/2019
60,60,60,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,6/21/2019
60,60,60,2301,Beyond the Cloud of Everyday Experience: Brian Greene,67,67,YES,6/21/2019,11/10/2018,222d 23h 57m 20s,11950,Lesson,Live Session with Professor Brian Greene,6/21/2019
60,60,60,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,6/21/2019
60,60,60,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,4/3/2019,,15850,Lesson,What Is Life? Project,6/21/2019
60,60,60,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/28/2019,2/26/2019,1d 17h 11m 19s,13826,Lesson,1.4 Thoughts on Life,6/21/2019
60,60,60,3722,Resources,3,3,YES,11/10/2018,11/10/2018,11h 31m 59s,3789,Lesson,Meet the Scholars,6/21/2019
60,60,60,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,6/21/2019
60,60,60,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,6/21/2019
26,26,26,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,10/12/2018
26,26,26,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,10/11/2018,,5098,Lesson,1.17 Special Relativity,10/12/2018
26,26,26,3722,Resources,0,3,NO,,,,,,,10/12/2018
26,26,26,3967,Special Relativity – World Science U,0,359,NO,,,,,,,10/12/2018
61,61,61,1613,A Beautiful Universe: Cumrun Vafa,60,60,YES,1/20/2019,12/5/2018,45d 23h 22m 13s,2567,Lesson,2.19 Partition Function and Black Holes,8/6/2019
61,61,61,15362,A Galactic Mystery: Justin Khoury,23,28,NO,,4/21/2019,52d 15h 38m 52s,18080,Lesson,2.2 Dark Horses of Dark Matter,8/6/2019
61,61,61,18818,"Accelerate, Collide, Detect: Barry Barish",12,31,NO,,7/30/2019,7d 9h 35m 12s,18843,Lesson,2.12 Particle Accelerator Hardware,8/6/2019
61,61,61,2301,Beyond the Cloud of Everyday Experience: Brian Greene,62,67,NO,,10/26/2018,18d 16h 51m 8s,6250,Lesson,3.21 Quantum Mechanics Projects,8/6/2019
61,61,61,15609,Einstein's Astrophysical Messengers: Gabriela González,22,31,NO,,7/13/2019,17d 12h 16m 51s,15626,Lesson,3.1 Going Deeper,8/6/2019
61,61,61,11236,Life as the Next Frontier in Physics: Sara Walker,41,45,NO,,3/4/2019,28d 8h 40m 23s,15520,Lesson,Live Session 1: Sara Walker,8/6/2019
61,61,61,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/14/2019,2/10/2019,4d 3h 26m 30s,13826,Lesson,1.4 Thoughts on Life,8/6/2019
61,61,61,3722,Resources,3,3,YES,10/1/2018,10/1/2018,5m 11s,3789,Lesson,Meet the Scholars,8/6/2019
61,61,61,19118,The Early Universe: Matias Zaldarriaga,2,27,NO,,8/7/2019,4d 5h 14m 22s,19143,Lesson,1.3 Dark Matter,8/6/2019
61,61,61,18395,The Universe's Hierarchy: George F.R. Ellis,18,32,NO,,7/20/2019,19d 11h 33m 23s,18645,Lesson,2.16 Top-down Effects,8/6/2019
106,106,106,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,12/19/2018,,1562,Quiz,1.3 Puzzle: Mixing Paint,12/19/2018
106,106,106,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,12/19/2018
106,106,106,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,12/19/2018
106,106,106,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,12/19/2018
106,106,106,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,12/19/2018
106,106,106,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,12/19/2018
106,106,106,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,12/19/2018
106,106,106,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,12/19/2018
106,106,106,3722,Resources,0,3,NO,,,,,,,12/19/2018
106,106,106,19780,Resources '19,0,4,NO,,,,,,,12/19/2018
106,106,106,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,12/19/2018
106,106,106,16503,The Test Course,0,21,NO,,,,,,,12/19/2018
106,106,106,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,12/19/2018
62,62,62,1613,A Beautiful Universe: Cumrun Vafa,27,60,NO,,12/24/2018,109d 13h 15m 56s,4786,Quiz,2.6 The Math Behind the Partition Function,8/5/2019
62,62,62,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,8/5/2019
62,62,62,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/5/2019
62,62,62,2301,Beyond the Cloud of Everyday Experience: Brian Greene,62,67,NO,,11/11/2018,48d 8h 49m 31s,4714,Lesson,3.18 String Theory,8/5/2019
62,62,62,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,8/5/2019
62,62,62,11236,Life as the Next Frontier in Physics: Sara Walker,17,45,NO,,3/25/2019,1m 40s,12118,Lesson,2.2 Emergence,8/5/2019
62,62,62,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,8/5/2019
62,62,62,3722,Resources,0,3,NO,,,,,,,8/5/2019
62,62,62,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/5/2019
62,62,62,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/5/2019
63,63,63,1613,A Beautiful Universe: Cumrun Vafa,24,60,NO,,12/8/2018,29d 20h 23m 4s,2530,Lesson,2.13 Black Hole Fundamentals,7/31/2019
63,63,63,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,7/31/2019
63,63,63,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,7/31/2019
63,63,63,2301,Beyond the Cloud of Everyday Experience: Brian Greene,18,67,NO,,11/10/2018,40d 3h 8m 24s,2549,Lesson,2.5 General Relativity,7/31/2019
63,63,63,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,7/31/2019
63,63,63,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,7/31/2019
63,63,63,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,7/31/2019
63,63,63,3722,Resources,0,3,NO,,,,,,,7/31/2019
63,63,63,19118,The Early Universe: Matias Zaldarriaga,2,27,NO,,7/31/2019,4s,19146,Lesson,1.5 Headlines,7/31/2019
63,63,63,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,7/31/2019
64,64,64,1613,A Beautiful Universe: Cumrun Vafa,55,60,NO,,12/30/2018,1d 10h 37m 58s,2469,Lesson,3.12 Black Hole Thermodynamics,8/5/2019
64,64,64,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,8/5/2019
64,64,64,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/5/2019
64,64,64,2301,Beyond the Cloud of Everyday Experience: Brian Greene,67,67,YES,12/30/2018,10/22/2018,68d 19h 37m 22s,11950,Lesson,Live Session with Professor Brian Greene,8/5/2019
64,64,64,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,8/5/2019
64,64,64,11236,Life as the Next Frontier in Physics: Sara Walker,20,45,NO,,4/17/2019,5d 1h 19m 10s,14622,Lesson,2.3 Cellular Automata Challenge,8/5/2019
